City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
121,Port Hawkesbury,CA,2021-09-22 20:31:43,45.6169,-61.3485,74.32,63,1,8.05
122,Chuy,UY,2021-09-22 20:31:43,-33.6971,-53.4616,56.23,79,95,9.26
123,Colac,AU,2021-09-22 20:31:44,-38.3333,143.5833,50.63,94,30,10.11
124,Altay,CN,2021-09-22 20:31:44,47.8667,88.1167,38.32,25,76,3.98
125,Qaqortoq,GL,2021-09-22 20:31:45,60.7167,-46.0333,37.9,87,100,1.19
126,Nikolskoye,RU,2021-09-22 20:31:45,59.7035,30.7861,44.49,72,100,3.2
127,Kahului,US,2021-09-22 20:31:45,20.8947,-156.47,87.06,57,20,20.71
128,Mehamn,NO,2021-09-22 20:31:45,71.0357,27.8492,48.38,87,75,29.93
129,Chokurdakh,RU,2021-09-22 20:31:46,70.6333,147.9167,27.41,81,88,1.95
130,Bakaly,RU,2021-09-22 20:31:46,55.1789,53.8028,49.78,54,100,3.2
131,Bagan,RU,2021-09-22 20:31:46,54.1001,77.6646,38.28,88,99,5.88
132,San Juan Bautista,PE,2021-09-22 20:31:47,-14.0108,-75.7358,65.03,36,92,7.72
133,Guhagar,IN,2021-09-22 20:31:47,17.4842,73.1929,74.68,92,100,3.15
134,Supaul,IN,2021-09-22 20:31:47,26.1167,86.6,77.5,89,80,7.47
135,Norman Wells,CA,2021-09-22 20:31:48,65.282,-126.8329,32.04,100,90,16.11
136,Menongue,AO,2021-09-22 20:31:48,-14.6585,17.691,71.22,20,50,6.96
137,Garissa,KE,2021-09-22 20:31:48,-0.4536,39.6401,75.94,77,32,19.35
138,Boguchany,RU,2021-09-22 20:31:48,58.3814,97.4531,29.32,94,65,3.0
139,Touros,BR,2021-09-22 20:28:24,-5.1989,-35.4608,83.3,75,51,9.84
140,Cururupu,BR,2021-09-22 20:31:49,-1.8283,-44.8683,79.34,76,66,5.68
141,Vostok,RU,2021-09-22 20:31:49,46.4856,135.8833,48.27,98,100,4.92
142,Taber,CA,2021-09-22 20:30:05,49.8167,-112.1518,80.62,22,52,21.85
143,Katsuura,JP,2021-09-22 20:31:49,35.1333,140.3,78.91,85,100,18.52
144,Barrow,US,2021-09-22 20:31:50,71.2906,-156.7887,32.02,69,90,17.27
145,Wiarton,CA,2021-09-22 20:31:50,44.7407,-81.1332,54.39,100,90,18.41
